race_cat,educ_cat,death_cat,date,date_start,model,standard_error,segment,mpc,mpc_lower,mpc_upper,mpc_pval,modeled_n_deaths
Total,All levels,Heroin,2017-05-31,2017-05-01,0.14388,0.0207,NA,NA,NA,NA,NA,56.8513461252
Total,All levels,Heroin,2017-06-30,2017-06-01,0.14548000000000003,0.018930000000000002,NA,NA,NA,NA,NA,57.51792278440001
Total,All levels,Heroin,2017-07-31,2017-07-01,0.1471,0.02086,NA,NA,NA,NA,NA,58.16088931400001
Total,All levels,Heroin,2017-08-31,2017-08-01,0.14874000000000004,0.02176,NA,NA,NA,NA,NA,58.81190011800001
Total,All levels,Heroin,2017-09-30,2017-09-01,0.15040000000000003,0.01992,NA,NA,NA,NA,NA,59.470793504000014
Total,All levels,Heroin,2017-10-31,2017-10-01,0.15208000000000002,0.020229999999999998,NA,NA,NA,NA,NA,60.13773655040001
Total,All levels,Heroin,2017-11-30,2017-11-01,0.15378000000000003,0.020229999999999998,NA,NA,NA,NA,NA,60.812559350400015
Total,All levels,Heroin,2017-12-31,2017-12-01,0.15549000000000004,0.01992,NA,NA,NA,NA,NA,61.49148258450001
Total,All levels,Heroin,2018-01-31,2018-01-01,0.15723000000000004,0.018920000000000003,NA,NA,NA,NA,NA,62.18232981660002
Total,All levels,Heroin,2018-02-28,2018-02-01,0.15898000000000004,0.016960000000000003,NA,NA,NA,NA,NA,62.87692385800002
Total,All levels,Heroin,2018-03-31,2018-03-01,0.16075,0.02007,NA,NA,NA,NA,NA,63.579754802500005
Total,All levels,Heroin,2018-04-30,2018-04-01,0.16255,0.018400000000000003,NA,NA,NA,NA,NA,64.294422314
Total,All levels,Heroin,2018-05-31,2018-05-01,0.16436,0.0177,NA,NA,NA,NA,NA,65.0131962704
Total,All levels,Heroin,2018-06-30,2018-06-01,0.16619,0.020380000000000002,NA,NA,NA,NA,NA,65.7398530855
Total,All levels,Heroin,2018-07-31,2018-07-01,0.16805,0.02022,NA,NA,NA,NA,NA,66.4694063555
Total,All levels,Heroin,2018-08-31,2018-08-01,0.16992000000000002,0.021450000000000004,NA,NA,NA,NA,NA,67.20256817280001
Total,All levels,Heroin,2018-09-30,2018-09-01,0.17182,0.021150000000000002,NA,NA,NA,NA,NA,67.947662288
Total,All levels,Heroin,2018-10-31,2018-10-01,0.17373000000000002,0.021,NA,NA,NA,NA,NA,68.6963548206
Total,All levels,Heroin,2018-11-30,2018-11-01,0.17567,0.021750000000000002,NA,NA,NA,NA,NA,69.4569807976
Total,All levels,Heroin,2018-12-31,2018-12-01,0.17763,0.02331,NA,NA,NA,NA,NA,70.22515188930001
Total,All levels,Heroin,2019-01-31,2019-01-01,0.17961000000000002,0.022350000000000002,NA,NA,NA,NA,NA,71.00107949340001
Total,All levels,Heroin,2019-02-28,2019-02-01,0.18161,0.022209999999999997,NA,NA,NA,NA,NA,71.7854314606
Total,All levels,Heroin,2019-03-31,2019-03-01,0.18364,0.02249,NA,NA,NA,NA,NA,72.5808231792
Total,All levels,Heroin,2019-04-30,2019-04-01,0.18569,0.022209999999999997,NA,NA,NA,NA,NA,73.3841940646
Total,All levels,Heroin,2019-05-31,2019-05-01,0.18776,0.02306,NA,NA,NA,NA,NA,74.1950857592
Total,All levels,Heroin,2019-06-30,2019-06-01,0.18985,0.02361,NA,NA,NA,NA,NA,75.0139553655
Total,All levels,Heroin,2019-07-31,2019-07-01,0.19197,0.02177,NA,NA,NA,NA,NA,75.8445519168
Total,All levels,Heroin,2019-08-31,2019-08-01,0.19411,0.025560000000000003,NA,NA,NA,NA,NA,76.6826566373
Total,All levels,Heroin,2019-09-30,2019-09-01,0.19628,0.02206,NA,NA,NA,NA,NA,77.5326884192
Total,All levels,Heroin,2019-10-31,2019-10-01,0.19847,0.02087,NA,NA,NA,NA,NA,78.39021787610001
Total,All levels,Heroin,2019-11-30,2019-11-01,0.20068,0.022639999999999997,NA,NA,NA,NA,NA,79.2557243712
Total,All levels,Heroin,2019-12-31,2019-12-01,0.20292000000000002,0.0204,NA,NA,NA,NA,NA,80.1326656344
Total,All levels,Heroin,2020-01-31,2020-01-01,0.20518,0.02268,NA,NA,NA,NA,NA,81.0173358158
Total,All levels,Heroin,2020-02-29,2020-02-01,0.20747000000000002,0.0206,NA,NA,NA,NA,NA,81.91418714750002
Total,All levels,Heroin,2020-03-31,2020-03-01,0.20978000000000002,0.024970000000000003,NA,NA,NA,NA,NA,82.8182553294
Total,All levels,Heroin,2020-04-30,2020-04-01,0.21212,0.02296,NA,NA,NA,NA,NA,83.7342512128
Total,All levels,Heroin,2020-05-31,2020-05-01,0.21449000000000004,0.02418,NA,NA,NA,NA,NA,84.66165462070002
Total,All levels,Heroin,2020-06-30,2020-06-01,0.21688000000000002,0.0231,NA,NA,NA,NA,NA,85.59703592320001
Total,All levels,Heroin,2020-07-31,2020-07-01,0.21930000000000002,0.02351,NA,NA,NA,NA,NA,86.54381295900002
Total,All levels,Heroin,2020-08-31,2020-08-01,0.22175,0.024970000000000003,NA,NA,NA,NA,NA,87.5022417675
Total,All levels,Heroin,2020-09-30,2020-09-01,0.22422,0.021950000000000004,NA,NA,NA,NA,NA,88.4686535226
Total,All levels,Heroin,2020-10-31,2020-10-01,0.22672,0.02012,NA,NA,NA,NA,NA,89.4464382032
Total,All levels,Heroin,2020-11-30,2020-11-01,0.22925,0.021950000000000004,NA,NA,NA,NA,NA,90.436149335
Total,All levels,Intentional drug poisoning,2016-01-31,2016-01-03,0.12480000000000001,0.01671,0,-0.566,-0.881,-0.249,7.2e-4,48.92970700800001
Total,All levels,Intentional drug poisoning,2016-02-29,2016-02-01,0.12410000000000002,0.01783,NA,NA,NA,NA,NA,48.665635055
Total,All levels,Intentional drug poisoning,2016-03-31,2016-03-01,0.12339000000000001,0.01651,NA,NA,NA,NA,NA,48.39823324710001
Total,All levels,Intentional drug poisoning,2016-04-30,2016-04-01,0.12270000000000002,0.019729999999999998,NA,NA,NA,NA,NA,48.138198972000005
Total,All levels,Intentional drug poisoning,2016-05-31,2016-05-01,0.12200000000000001,0.01889,NA,NA,NA,NA,NA,47.874472620000006
Total,All levels,Intentional drug poisoning,2016-06-30,2016-06-01,0.12131,0.01709,NA,NA,NA,NA,NA,47.6141956227
Total,All levels,Intentional drug poisoning,2016-07-31,2016-07-01,0.12063000000000001,0.017650000000000002,NA,NA,NA,NA,NA,47.37579313830001
Total,All levels,Intentional drug poisoning,2016-08-31,2016-08-01,0.11993999999999999,0.016900000000000002,NA,NA,NA,NA,NA,47.134083568799994
Total,All levels,Intentional drug poisoning,2016-09-30,2016-09-01,0.11927,0.01395,NA,NA,NA,NA,NA,46.8989629652
Total,All levels,Intentional drug poisoning,2016-10-31,2016-10-01,0.11859,0.01507,NA,NA,NA,NA,NA,46.660524573299995
Total,All levels,Intentional drug poisoning,2016-11-30,2016-11-01,0.11792000000000001,0.0199,NA,NA,NA,NA,NA,46.4247632112
Total,All levels,Intentional drug poisoning,2016-12-31,2016-12-01,0.11725000000000001,0.01507,NA,NA,NA,NA,NA,46.189608045
Total,All levels,Intentional drug poisoning,2017-01-31,2017-01-01,0.11659000000000001,0.01788,NA,NA,NA,NA,NA,45.9580687906
Total,All levels,Intentional drug poisoning,2017-02-28,2017-02-01,0.11593,0.01475,NA,NA,NA,NA,NA,45.723467871900006
Total,All levels,Intentional drug poisoning,2017-03-31,2017-03-01,0.11528000000000001,0.02008,NA,NA,NA,NA,NA,45.4952450832
Total,All levels,Intentional drug poisoning,2017-04-30,2017-04-01,0.11462000000000001,0.01559,NA,NA,NA,NA,NA,45.2618539516
Total,All levels,Intentional drug poisoning,2017-05-31,2017-05-01,0.11398,0.01788,NA,NA,NA,NA,NA,45.0369504542
Total,All levels,Intentional drug poisoning,2017-06-30,2017-06-01,0.11333,0.01771,NA,NA,NA,NA,NA,44.8068888449
Total,All levels,Intentional drug poisoning,2017-07-31,2017-07-01,0.11269000000000001,0.015799999999999998,NA,NA,NA,NA,NA,44.5557485846
Total,All levels,Intentional drug poisoning,2017-08-31,2017-08-01,0.11205,0.018410000000000003,NA,NA,NA,NA,NA,44.304648435
Total,All levels,Intentional drug poisoning,2017-09-30,2017-09-01,0.11142,0.01408,NA,NA,NA,NA,NA,44.057418964200004
Total,All levels,Intentional drug poisoning,2017-10-31,2017-10-01,0.11079000000000001,0.018060000000000003,NA,NA,NA,NA,NA,43.81023035520001
Total,All levels,Intentional drug poisoning,2017-11-30,2017-11-01,0.11016000000000001,0.01362,NA,NA,NA,NA,NA,43.56295706880001
Total,All levels,Intentional drug poisoning,2017-12-31,2017-12-01,0.10954,0.014530000000000001,NA,NA,NA,NA,NA,43.319679736999994
Total,All levels,Intentional drug poisoning,2018-01-31,2018-01-01,0.10892000000000002,0.01538,NA,NA,NA,NA,NA,43.0763808664
Total,All levels,Intentional drug poisoning,2018-02-28,2018-02-01,0.10830000000000001,0.01496,NA,NA,NA,NA,NA,42.83287743
Total,All levels,Intentional drug poisoning,2018-03-31,2018-03-01,0.10769000000000002,0.0143,NA,NA,NA,NA,NA,42.59349172430001
Total,All levels,Intentional drug poisoning,2018-04-30,2018-04-01,0.10708000000000001,0.01599,NA,NA,NA,NA,NA,42.354024862399996
Total,All levels,Intentional drug poisoning,2018-05-31,2018-05-01,0.10648,0.01677,NA,NA,NA,NA,NA,42.118551587199995
Total,All levels,Intentional drug poisoning,2018-06-30,2018-06-01,0.10587,0.01788,NA,NA,NA,NA,NA,41.8790435415
Total,All levels,Intentional drug poisoning,2018-07-31,2018-07-01,0.10528000000000001,0.018580000000000003,NA,NA,NA,NA,NA,41.64176793280001
Total,All levels,Intentional drug poisoning,2018-08-31,2018-08-01,0.10468000000000001,0.01677,NA,NA,NA,NA,NA,41.4004521912
Total,All levels,Intentional drug poisoning,2018-09-30,2018-09-01,0.10409000000000002,0.01538,NA,NA,NA,NA,NA,41.163264856000005
Total,All levels,Intentional drug poisoning,2018-10-31,2018-10-01,0.10350000000000001,0.01823,NA,NA,NA,NA,NA,40.92599277
Total,All levels,Intentional drug poisoning,2018-11-30,2018-11-01,0.10291,0.01517,NA,NA,NA,NA,NA,40.6888933448
Total,All levels,Intentional drug poisoning,2018-12-31,2018-12-01,0.10233,0.01496,NA,NA,NA,NA,NA,40.4556651063
Total,All levels,Intentional drug poisoning,2019-01-31,2019-01-01,0.10175000000000001,0.01601,NA,NA,NA,NA,NA,40.222481145
Total,All levels,Intentional drug poisoning,2019-02-28,2019-02-01,0.10118,0.0156,NA,NA,NA,NA,NA,39.9936675028
Total,All levels,Intentional drug poisoning,2019-03-31,2019-03-01,0.10061,0.018070000000000003,NA,NA,NA,NA,NA,39.7645209108
Total,All levels,Intentional drug poisoning,2019-04-30,2019-04-01,0.10004,0.01621,NA,NA,NA,NA,NA,39.5355418936
Total,All levels,Intentional drug poisoning,2019-05-31,2019-05-01,0.09946999999999999,0.018600000000000002,NA,NA,NA,NA,NA,39.3064826399
Total,All levels,Intentional drug poisoning,2019-06-30,2019-06-01,0.09891,0.01679,NA,NA,NA,NA,NA,39.0815397693
Total,All levels,Intentional drug poisoning,2019-07-31,2019-07-01,0.09834999999999999,0.015189999999999999,NA,NA,NA,NA,NA,38.856653023999996
Total,All levels,Intentional drug poisoning,2019-08-31,2019-08-01,0.09779000000000002,0.01911,NA,NA,NA,NA,NA,38.63168817970001
Total,All levels,Intentional drug poisoning,2019-09-30,2019-09-01,0.09724000000000001,0.01409,NA,NA,NA,NA,NA,38.4108346336
Total,All levels,Intentional drug poisoning,2019-10-31,2019-10-01,0.09669000000000001,0.015189999999999999,NA,NA,NA,NA,NA,38.189903594700006
Total,All levels,Intentional drug poisoning,2019-11-30,2019-11-01,0.09614,0.015189999999999999,NA,NA,NA,NA,NA,37.9691316576
Total,All levels,Intentional drug poisoning,2019-12-31,2019-12-01,0.0956,0.01265,NA,NA,NA,NA,NA,37.752231592
Total,All levels,Intentional drug poisoning,2020-01-31,2020-01-01,0.09506,0.01434,NA,NA,NA,NA,NA,37.535373538600005
Total,All levels,Intentional drug poisoning,2020-02-29,2020-02-01,0.09452,0.016229999999999998,NA,NA,NA,NA,NA,37.31878811
Total,All levels,Intentional drug poisoning,2020-03-31,2020-03-01,0.09399,0.015829999999999997,NA,NA,NA,NA,NA,37.1059577577
Total,All levels,Intentional drug poisoning,2020-04-30,2020-04-01,0.09346,0.012419999999999999,NA,NA,NA,NA,NA,36.8932826624
Total,All levels,Intentional drug poisoning,2020-05-31,2020-05-01,0.09293,0.01365,NA,NA,NA,NA,NA,36.6805331899
Total,All levels,Intentional drug poisoning,2020-06-30,2020-06-01,0.0924,0.01456,NA,NA,NA,NA,NA,36.467936736
Total,All levels,Intentional drug poisoning,2020-07-31,2020-07-01,0.09187999999999999,0.01456,NA,NA,NA,NA,NA,36.25921356439999
Total,All levels,Intentional drug poisoning,2020-08-31,2020-08-01,0.09136,0.016819999999999998,NA,NA,NA,NA,NA,36.0505290096
Total,All levels,Intentional drug poisoning,2020-09-30,2020-09-01,0.09083999999999999,0.01521,NA,NA,NA,NA,NA,35.84199663719999
Total,All levels,Intentional drug poisoning,2020-10-31,2020-10-01,0.09033,0.014119999999999999,NA,NA,NA,NA,NA,35.637335757299994
Total,All levels,Intentional drug poisoning,2020-11-30,2020-11-01,0.08982,0.01434,NA,NA,NA,NA,NA,35.4328241364
Total,All levels,Methamphetamine,2016-01-31,2016-01-03,0.3131,0.02803,0,1.598,1.4,1.797,0,122.755538976
Total,All levels,Methamphetamine,2016-02-29,2016-02-01,0.31811,0.02803,NA,NA,NA,NA,NA,124.7463752405
Total,All levels,Methamphetamine,2016-03-31,2016-03-01,0.32319,0.02768,NA,NA,NA,NA,NA,126.76736366909999
Total,All levels,Methamphetamine,2016-04-30,2016-04-01,0.32836000000000004,0.02905,NA,NA,NA,NA,NA,128.8236268496
Total,All levels,Methamphetamine,2016-05-31,2016-05-01,0.33359999999999995,0.02871,NA,NA,NA,NA,NA,130.909213656
Total,All levels,Methamphetamine,2016-06-30,2016-06-01,0.33893999999999996,0.03025,NA,NA,NA,NA,NA,133.03400761979998
Total,All levels,Methamphetamine,2016-07-31,2016-07-01,0.34435,0.03273,NA,NA,NA,NA,NA,135.2387827835
Total,All levels,Methamphetamine,2016-08-31,2016-08-01,0.34985,0.030039999999999997,NA,NA,NA,NA,NA,137.484234922
Total,All levels,Methamphetamine,2016-09-30,2016-09-01,0.35545,0.02938,NA,NA,NA,NA,NA,139.768897342
Total,All levels,Methamphetamine,2016-10-31,2016-10-01,0.36112999999999995,0.028480000000000002,NA,NA,NA,NA,NA,142.09052398309998
Total,All levels,Methamphetamine,2016-11-30,2016-11-01,0.3669,0.02905,NA,NA,NA,NA,NA,144.447469659
Total,All levels,Methamphetamine,2016-12-31,2016-12-01,0.37276,0.030889999999999997,NA,NA,NA,NA,NA,146.8455291672
Total,All levels,Methamphetamine,2017-01-31,2017-01-01,0.37872,0.03025,NA,NA,NA,NA,NA,149.2858719648
Total,All levels,Methamphetamine,2017-02-28,2017-02-01,0.38477,0.02701,NA,NA,NA,NA,NA,151.75553120909998
Total,All levels,Methamphetamine,2017-03-31,2017-03-01,0.39092000000000005,0.029279999999999997,NA,NA,NA,NA,NA,154.27655454480004
Total,All levels,Methamphetamine,2017-04-30,2017-04-01,0.39717,0.029819999999999996,NA,NA,NA,NA,NA,156.83694411060003
Total,All levels,Methamphetamine,2017-05-31,2017-05-01,0.40351000000000004,0.03393,NA,NA,NA,NA,NA,159.43902331790002
Total,All levels,Methamphetamine,2017-06-30,2017-06-01,0.40996000000000005,0.034030000000000005,NA,NA,NA,NA,NA,162.08446263880003
Total,All levels,Methamphetamine,2017-07-31,2017-07-01,0.41651000000000005,0.0355,NA,NA,NA,NA,NA,164.68111494340002
Total,All levels,Methamphetamine,2017-08-31,2017-08-01,0.42317000000000005,0.03229,NA,NA,NA,NA,NA,167.32171421900003
Total,All levels,Methamphetamine,2017-09-30,2017-09-01,0.42993000000000003,0.0344,NA,NA,NA,NA,NA,170.00185007430002
Total,All levels,Methamphetamine,2017-10-31,2017-10-01,0.4368000000000001,0.03278,NA,NA,NA,NA,NA,172.72595558400002
Total,All levels,Methamphetamine,2017-11-30,2017-11-01,0.44378,0.03108,NA,NA,NA,NA,NA,175.4935465504
Total,All levels,Methamphetamine,2017-12-31,2017-12-01,0.45088000000000006,0.03355,NA,NA,NA,NA,NA,178.30908526400003
Total,All levels,Methamphetamine,2018-01-31,2018-01-01,0.45808000000000004,0.03438,NA,NA,NA,NA,NA,181.1644192736
Total,All levels,Methamphetamine,2018-02-28,2018-02-01,0.46540000000000004,0.03325,NA,NA,NA,NA,NA,184.06667734
Total,All levels,Methamphetamine,2018-03-31,2018-03-01,0.47284000000000004,0.03503,NA,NA,NA,NA,NA,187.0174261948
Total,All levels,Methamphetamine,2018-04-30,2018-04-01,0.48039000000000004,0.03306,NA,NA,NA,NA,NA,190.01167354920003
Total,All levels,Methamphetamine,2018-05-31,2018-05-01,0.48807000000000006,0.03382,NA,NA,NA,NA,NA,193.05786507480002
Total,All levels,Methamphetamine,2018-06-30,2018-06-01,0.49587000000000003,0.03645999999999999,NA,NA,NA,NA,NA,196.15151904150002
Total,All levels,Methamphetamine,2018-07-31,2018-07-01,0.5038,0.038919999999999996,NA,NA,NA,NA,NA,199.269782338
Total,All levels,Methamphetamine,2018-08-31,2018-08-01,0.51185,0.039650000000000005,NA,NA,NA,NA,NA,202.434289779
Total,All levels,Methamphetamine,2018-09-30,2018-09-01,0.52003,0.036719999999999996,NA,NA,NA,NA,NA,205.650231752
Total,All levels,Methamphetamine,2018-10-31,2018-10-01,0.52834,0.03557,NA,NA,NA,NA,NA,208.9163190348
Total,All levels,Methamphetamine,2018-11-30,2018-11-01,0.53678,0.03627999999999999,NA,NA,NA,NA,NA,212.23383703840003
Total,All levels,Methamphetamine,2018-12-31,2018-12-01,0.54536,0.0375,NA,NA,NA,NA,NA,215.60540918959998
Total,All levels,Methamphetamine,2019-01-31,2019-01-01,0.5540700000000001,0.03855,NA,NA,NA,NA,NA,219.02771624580004
Total,All levels,Methamphetamine,2019-02-28,2019-02-01,0.56293,0.036239999999999994,NA,NA,NA,NA,NA,222.5107259078
Total,All levels,Methamphetamine,2019-03-31,2019-03-01,0.57193,0.03516,NA,NA,NA,NA,NA,226.04634176040003
Total,All levels,Methamphetamine,2019-04-30,2019-04-01,0.58107,0.03871,NA,NA,NA,NA,NA,229.6373183538
Total,All levels,Methamphetamine,2019-05-31,2019-05-01,0.5903499999999999,0.038130000000000004,NA,NA,NA,NA,NA,233.2822160095
Total,All levels,Methamphetamine,2019-06-30,2019-06-01,0.59979,0.04143,NA,NA,NA,NA,NA,236.99036233170003
Total,All levels,Methamphetamine,2019-07-31,2019-07-01,0.60937,0.040810000000000006,NA,NA,NA,NA,NA,240.7532145728
Total,All levels,Methamphetamine,2019-08-31,2019-08-01,0.6191099999999999,0.040650000000000006,NA,NA,NA,NA,NA,244.57781438729995
Total,All levels,Methamphetamine,2019-09-30,2019-09-01,0.629,0.04034,NA,NA,NA,NA,NA,248.46169256
Total,All levels,Methamphetamine,2019-10-31,2019-10-01,0.63905,0.03871,NA,NA,NA,NA,NA,252.4072592015
Total,All levels,Methamphetamine,2019-11-30,2019-11-01,0.64927,0.039779999999999996,NA,NA,NA,NA,NA,256.4199928368
Total,All levels,Methamphetamine,2019-12-31,2019-12-01,0.6596400000000001,0.038630000000000005,NA,NA,NA,NA,NA,260.49039798480004
Total,All levels,Methamphetamine,2020-01-31,2020-01-01,0.6701799999999999,0.04064,NA,NA,NA,NA,NA,264.62714746579996
Total,All levels,Methamphetamine,2020-02-29,2020-02-01,0.6809,0.04142,1,9.695,5.062,14.532,8e-5,268.83583182499996
Total,All levels,Methamphetamine,2020-03-31,2020-03-01,0.74691,0.043100000000000006,NA,NA,NA,NA,NA,294.8697830493
Total,All levels,Methamphetamine,2020-04-30,2020-04-01,0.81932,0.045630000000000004,NA,NA,NA,NA,NA,323.4261111808
Total,All levels,Methamphetamine,2020-05-31,2020-05-01,0.89875,0.04688,NA,NA,NA,NA,NA,354.7468977125
Total,All levels,Methamphetamine,2020-06-30,2020-06-01,0.98589,0.049550000000000004,NA,NA,NA,NA,NA,389.1057808296
Total,All levels,Methamphetamine,2020-07-31,2020-07-01,1.08147,0.05342,NA,NA,NA,NA,NA,426.7876762461
Total,All levels,Methamphetamine,2020-08-31,2020-08-01,1.18632,0.05657,2,-9.31,-17.423,-0.399,0.04133,468.1202230152
Total,All levels,Methamphetamine,2020-09-30,2020-09-01,1.07588,0.04942,NA,NA,NA,NA,NA,424.5011816604
Total,All levels,Methamphetamine,2020-10-31,2020-10-01,0.97572,0.04843,NA,NA,NA,NA,NA,384.9447718932
Total,All levels,Methamphetamine,2020-11-30,2020-11-01,0.88488,0.04909,NA,NA,NA,NA,NA,349.07367425760003
Total,All levels,Natural opioid,2016-01-31,2016-01-03,0.20418,0.021470000000000003,0,-0.078,-0.301,0.144,0.48354,80.0518235328
Total,All levels,Natural opioid,2016-02-29,2016-02-01,0.20402,0.02349,NA,NA,NA,NA,NA,80.006147171
Total,All levels,Natural opioid,2016-03-31,2016-03-01,0.20386,0.0239,NA,NA,NA,NA,NA,79.96161625540002
Total,All levels,Natural opioid,2016-04-30,2016-04-01,0.20370000000000002,0.02444,NA,NA,NA,NA,NA,79.91647213200001
Total,All levels,Natural opioid,2016-05-31,2016-05-01,0.20354000000000003,0.022209999999999997,NA,NA,NA,NA,NA,79.87188653340002
Total,All levels,Natural opioid,2016-06-30,2016-06-01,0.20338,0.02293,NA,NA,NA,NA,NA,79.8266845746
Total,All levels,Natural opioid,2016-07-31,2016-07-01,0.20322,0.021920000000000002,NA,NA,NA,NA,NA,79.8118932402
Total,All levels,Natural opioid,2016-08-31,2016-08-01,0.20306000000000002,0.02293,NA,NA,NA,NA,NA,79.79862439120001
Total,All levels,Natural opioid,2016-09-30,2016-09-01,0.20290000000000002,0.019729999999999998,NA,NA,NA,NA,NA,79.78368060400001
Total,All levels,Natural opioid,2016-10-31,2016-10-01,0.20274000000000003,0.02162,NA,NA,NA,NA,NA,79.77025678380001
Total,All levels,Natural opioid,2016-11-30,2016-11-01,0.20258,0.022209999999999997,NA,NA,NA,NA,NA,79.7551605438
Total,All levels,Natural opioid,2016-12-31,2016-12-01,0.20243000000000003,0.02376,NA,NA,NA,NA,NA,79.7455211646
Total,All levels,Natural opioid,2017-01-31,2017-01-01,0.20227,0.02276,NA,NA,NA,NA,NA,79.73186872180001
Total,All levels,Natural opioid,2017-02-28,2017-02-01,0.20211,0.022189999999999998,NA,NA,NA,NA,NA,79.7133623013
Total,All levels,Natural opioid,2017-03-31,2017-03-01,0.20195000000000002,0.02276,NA,NA,NA,NA,NA,79.69955538300002
Total,All levels,Natural opioid,2017-04-30,2017-04-01,0.20179000000000002,0.02554,NA,NA,NA,NA,NA,79.68408226220001
Total,All levels,Natural opioid,2017-05-31,2017-05-01,0.20163,0.024390000000000002,NA,NA,NA,NA,NA,79.6701203727
Total,All levels,Natural opioid,2017-06-30,2017-06-01,0.20148000000000002,0.022619999999999998,NA,NA,NA,NA,NA,79.65844846440001
Total,All levels,Natural opioid,2017-07-31,2017-07-01,0.20132,0.02205,NA,NA,NA,NA,NA,79.5985740088
Total,All levels,Natural opioid,2017-08-31,2017-08-01,0.20116,0.023039999999999998,NA,NA,NA,NA,NA,79.538804812
Total,All levels,Natural opioid,2017-09-30,2017-09-01,0.201,0.021310000000000003,NA,NA,NA,NA,NA,79.47891951000001
Total,All levels,Natural opioid,2017-10-31,2017-10-01,0.20084000000000002,0.02529,NA,NA,NA,NA,NA,79.4191412992
Total,All levels,Natural opioid,2017-11-30,2017-11-01,0.20069,0.01975,NA,NA,NA,NA,NA,79.36319765920001
Total,All levels,Natural opioid,2017-12-31,2017-12-01,0.20053,0.02086,NA,NA,NA,NA,NA,79.3034085965
Total,All levels,Natural opioid,2018-01-31,2018-01-01,0.20037,0.02412,NA,NA,NA,NA,NA,79.2436139754
Total,All levels,Natural opioid,2018-02-28,2018-02-01,0.20021000000000003,0.021750000000000002,NA,NA,NA,NA,NA,79.18347544100001
Total,All levels,Natural opioid,2018-03-31,2018-03-01,0.20006000000000002,0.02218,NA,NA,NA,NA,NA,79.1276251682
Total,All levels,Natural opioid,2018-04-30,2018-04-01,0.19990000000000002,0.0216,NA,NA,NA,NA,NA,79.06770237200001
Total,All levels,Natural opioid,2018-05-31,2018-05-01,0.19974000000000003,0.02189,NA,NA,NA,NA,NA,79.00788405360001
Total,All levels,Natural opioid,2018-06-30,2018-06-01,0.19959000000000002,0.02344,NA,NA,NA,NA,NA,78.95190611550001
Total,All levels,Natural opioid,2018-07-31,2018-07-01,0.19943000000000002,0.02189,NA,NA,NA,NA,NA,78.8812478993
Total,All levels,Natural opioid,2018-08-31,2018-08-01,0.19927,0.021300000000000003,NA,NA,NA,NA,NA,78.8103564018
Total,All levels,Natural opioid,2018-09-30,2018-09-01,0.19912,0.02398,NA,NA,NA,NA,NA,78.743676608
Total,All levels,Natural opioid,2018-10-31,2018-10-01,0.19896000000000003,0.021300000000000003,NA,NA,NA,NA,NA,78.67280697120002
Total,All levels,Natural opioid,2018-11-30,2018-11-01,0.19881000000000001,0.01733,NA,NA,NA,NA,NA,78.6061498968
Total,All levels,Natural opioid,2018-12-31,2018-12-01,0.19865,0.0216,NA,NA,NA,NA,NA,78.5353061015
Total,All levels,Natural opioid,2019-01-31,2019-01-01,0.19849000000000003,0.022639999999999997,NA,NA,NA,NA,NA,78.4644745206
Total,All levels,Natural opioid,2019-02-28,2019-02-01,0.19834000000000002,0.02162,NA,NA,NA,NA,NA,78.39833971640002
Total,All levels,Natural opioid,2019-03-31,2019-03-01,0.19818,0.023739999999999997,NA,NA,NA,NA,NA,78.32752961039999
Total,All levels,Natural opioid,2019-04-30,2019-04-01,0.19803,0.02025,NA,NA,NA,NA,NA,78.2609292402
Total,All levels,Natural opioid,2019-05-31,2019-05-01,0.19787,0.021480000000000003,NA,NA,NA,NA,NA,78.1901449679
Total,All levels,Natural opioid,2019-06-30,2019-06-01,0.19772,0.02249,NA,NA,NA,NA,NA,78.1235673156
Total,All levels,Natural opioid,2019-07-31,2019-07-01,0.19756,0.02117,NA,NA,NA,NA,NA,78.05307952640001
Total,All levels,Natural opioid,2019-08-31,2019-08-01,0.19741000000000003,0.02249,NA,NA,NA,NA,NA,77.98631315630001
Total,All levels,Natural opioid,2019-09-30,2019-09-01,0.19725,0.022779999999999998,NA,NA,NA,NA,NA,77.91584874
Total,All levels,Natural opioid,2019-10-31,2019-10-01,0.1971,0.021920000000000002,NA,NA,NA,NA,NA,77.849105373
Total,All levels,Natural opioid,2019-11-30,2019-11-01,0.19694000000000003,0.022639999999999997,NA,NA,NA,NA,NA,77.7786643296
Total,All levels,Natural opioid,2019-12-31,2019-12-01,0.19679000000000002,0.01993,NA,NA,NA,NA,NA,77.71194199780001
Total,All levels,Natural opioid,2020-01-31,2020-01-01,0.19663,0.02239,NA,NA,NA,NA,NA,77.64128444030001
Total,All levels,Natural opioid,2020-02-29,2020-02-01,0.19648000000000002,0.02181,NA,NA,NA,NA,NA,77.57506864000001
Total,All levels,Natural opioid,2020-03-31,2020-03-01,0.19633,0.023370000000000002,NA,NA,NA,NA,NA,77.5083805359
Total,All levels,Natural opioid,2020-04-30,2020-04-01,0.19616999999999998,0.02296,NA,NA,NA,NA,NA,77.43799764479999
Total,All levels,Natural opioid,2020-05-31,2020-05-01,0.19602,0.0261,NA,NA,NA,NA,NA,77.3713345086
Total,All levels,Natural opioid,2020-06-30,2020-06-01,0.19586,0.019960000000000002,NA,NA,NA,NA,NA,77.30097499040001
